"taxon","lfc","diff"
"Genus:Peptostreptococcus",-1.70332809803889,TRUE
"Family:Enterobacteriaceae",1.66155459623555,TRUE
"Genus:Alysiella",1.49260101274181,TRUE
"Genus:Cardiobacterium",1.27308873570577,TRUE
"Genus:uncultured",-1.23913850728561,TRUE
"Genus:Candidatus Saccharimonas",0.82665373411073,TRUE
"Genus:Prevotella 1",0.820640105607775,TRUE
"Genus:Pantoea",0.820640105607775,TRUE
