"taxon","lfc","diff"
"Family:Peptostreptococcaceae",-2.2287449461562,TRUE
"Genus:Staphylococcus",-2.16883057881995,TRUE
"Genus:Firmicutes oral clone FM046",-2.13914157415266,TRUE
"Genus:Campylobacter",2.12571300417508,TRUE
"Genus:Alysiella",-1.04273582271042,TRUE
"Family:Enterobacteriaceae",-0.999443382193148,TRUE
"Genus:Cardiobacterium",-0.984452901190787,TRUE
"Genus:Prevotella 1",-0.461375932992047,TRUE
"Genus:Pantoea",-0.461375932992047,TRUE
