"taxon","lfc","diff"
"Genus:Veillonella",2.25523931697166,TRUE
"Genus:Stomatobaculum",1.71117479808921,TRUE
"Genus:Atopobium",1.44222671228829,TRUE
"Genus:Selenomonas 3",1.29058043601865,TRUE
"Genus:Alloprevotella",1.24117128538992,TRUE
