"taxon","lfc","diff"
"Rothia",4.35782344852361,TRUE
"Neisseria",2.88269578469722,TRUE
"Veillonella",2.69020123967038,TRUE
"Fusobacterium",2.30836147474714,TRUE
"Gemella",2.06844252899344,TRUE
"Stomatobaculum",1.51128537975834,TRUE
"Lachnoanaerobaculum",1.46441780561967,TRUE
